Country Code,Country Name,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018,Y_2019,Y_2020,Y_2021,Y_2022,Y_2023,Y_2024
CN,China,51.1280072445766,51.1355887991833,51.143877670084,51.152200318907,51.1589857523126,51.1647868659273,51.1683856821848,51.169956181113,51.1700055787927,51.1675657606977,51.1621091162848,51.1535504888395,51.1389212775297,51.1205880648438,51.1038802798097,51.0797629696404,51.0498023542242,51.017494273383,50.979261215049,50.9415122711914
ABW,Aruba,47.9030032898228,47.8525677984758,47.8035346371665,47.7562496804867,47.7111840444332,47.7205985176898,47.7114280055457,47.6351915725755,47.5618436576733,47.4940264866068,47.4343469246717,47.3794010059442,47.3262082663388,47.2686785929044,47.2038552056483,47.1554934823091,47.1680395693486,47.207325898573,47.230380122106,47.2387244831862
AUS,Australia,49.6605384022954,49.6795910358922,49.7119360574165,49.7531958524868,49.7820709910122,49.784507258086,49.7747019265095,49.7650206251845,49.7431321919081,49.7037922324501,49.6596250493047,49.6262139968641,49.6177536253127,49.6246233783398,49.6254559070906,49.6187760380746,49.6191828016941,49.6182547953161,49.614736613282,49.6183741336916
